case_number,source,prompt,evaluation_seed,coco_id
11346,coco-30k,A dog wearing a Santa Claus hat. ,39190,234719
11347,coco-30k,An antique train with green engine and red passenger cars.,6982,511623
11348,coco-30k,A pair of giraffes and standing with a skyline in the background.,89713,32688
11349,coco-30k,a bird is perched high up in a tree,94468,285992
11350,coco-30k,A bus driver cleans off the windshield of the bus.,2988,558229
11351,coco-30k,a mirror is on a pole by a light,93429,135319
11352,coco-30k,Man in a coat walking with other people in the background.,15156,12115
11353,coco-30k,A long necked bird with long legs by a swampy marsh.,97537,436695
11354,coco-30k,A man sitting on a bench holding a blue umbrella with black dots.,22767,195798
11355,coco-30k,a person and a dog in a fake train,36205,74030
11356,coco-30k,many cars parked in a lot around several stores,96319,231768
11357,coco-30k,A city street line with brick buildings and trees.,58469,202810
11358,coco-30k,A double decker bus driving down a street past a tall building.,1558,116667
11359,coco-30k,a giraffe is standing in a grassy field ,41719,57345
11360,coco-30k,A group of giraffe standing next to each other.,78110,375765
11361,coco-30k,A bus driving in a city area with traffic signs.,80228,165039
11362,coco-30k,a photo of a train heading down the tracks ,30922,547839
11363,coco-30k,Two different looking trains on the train track. ,61640,572426
11364,coco-30k,A yellow train going down the train track. ,42314,411866
11365,coco-30k,A yellow bus is going under a bridge,70257,225177
11366,coco-30k,A bunch of sheep are standing in a field,62581,442539
11367,coco-30k,A green and yellow train sitting under a metal structure.,39324,57415
11368,coco-30k,A full view of a nice and comfortable bed with pillows. ,7890,97577
11369,coco-30k,A group of people standing on the outside of a building.,92154,471625
11370,coco-30k,Two giraffes are in an enclosed area.  ,3814,502752
11371,coco-30k,A black cat wearing a black beanie while laying on a red couch..,48256,80213
11372,coco-30k,students wait for a bus to come pick them up. ,83344,463211
11373,coco-30k,a picture of a water hydrant with many snow. ,85725,102348
11374,coco-30k,An old green fire hydrant sits on a grassy curb. ,91042,534045
11375,coco-30k,A city bus is riding down the empty street.,84566,175151
11376,coco-30k,A person with a mask and other cover with umbrellas ,88345,383053
11377,coco-30k,Cars are travelling on a foreign city street.,19467,159320
11378,coco-30k,Two birds on a parking bay with cars,24305,276971
11379,coco-30k,A colorful bus parked in a lot beside a tall building with many windows.,21165,460967
11380,coco-30k,A police officer directing traffic in front of a yellow double deck bus.,18241,106508
11381,coco-30k,Two jack o lanterns are outside on a rail.,47728,227413
11382,coco-30k,Woman walking on train platform as train filled with passengers prepares to leave.,29028,52238
11383,coco-30k,There is a yellow fire hydrant I. The street,64481,86840
11384,coco-30k,a man standing on a sidewalk outside a parkded bus,5325,232550
11385,coco-30k,A passenger train passes a freight train traveling in opposite directions,77998,296521
11386,coco-30k,Buses and cars stopped at a traffic light. ,80910,355441
11387,coco-30k,there is a train that is coming down the tracks on the train ,47938,465893
11388,coco-30k,a long wooden dock having a bench and some people on it,23975,385322
11389,coco-30k,a metal bench resting on a sidewalk with cars on a street in the background,91900,310072
11390,coco-30k,a group of light resting on a post with a street sign on it,66129,573406
11391,coco-30k,An airplane flying through the clouds in the sky. ,45939,119132
11392,coco-30k,A train traveling down tracks near a rural countryside.,13976,539938
11393,coco-30k,A couch sitting next to a white fire hydrant.,43210,575293
11394,coco-30k,A dead end street sign sitting next to abandoned furniture and garbage,16560,150779
11395,coco-30k,Sheep grazing in large grassy field near hillsides.,89662,21088
11396,coco-30k,A street light with many signs on it stands to the foreground of a large building standing beside a naked tree.  ,51752,521634
11397,coco-30k,Two tall giraffes are next to bare trees.,12292,229753
11398,coco-30k,A blue and white train engine pulling lots of brown train cars through a rural area.,34485,193069
11399,coco-30k,A simple wooden bench is in the woods.,45791,290595
11400,coco-30k,A small bird is sitting on a green plant leave.,80023,466531
11401,coco-30k,TWO GIRAFFES GRAZING IN THE TREES DURING THE DAY,50632,436865
11402,coco-30k,Giraffes are walking together on a very dry terrain.,13469,191390
11403,coco-30k,Three giraffes are next to a cage of green food.,34898,577926
11404,coco-30k,A train sitting in front of a tin building and a dry grass field.,5980,35826
11405,coco-30k,A sheep standing on top of a rock. ,46367,16502
11406,coco-30k,There are billboards on the side of the road.,5986,53223
11407,coco-30k,A group of people kneeling down beside some sheep.,18344,559956
11408,coco-30k,a small chicken is standing by a bench,37100,197870
11409,coco-30k,Close up photo of a magnification make-up mirror in a dark room.,21700,431234
11410,coco-30k,Vehicles parked under a tree in a small yard.,23090,43331
11411,coco-30k,A red stop sign with a picture of a Time Magazine cover underneath stop.,71227,274629
11412,coco-30k,A yellow fire hydrant that is missing it's top.,18339,240589
11413,coco-30k,A man looking out a train window at an airport.,87898,516984
11414,coco-30k,There is a bird that is eating seeds out if the bird feeder,48387,572671
11415,coco-30k,A street sign hanging from the side of a metal pole.,61004,566025
11416,coco-30k,A traffic light with the letter B written on it.,77041,568110
11417,coco-30k,A school bus is parked on the side of the street.,37707,566758
11418,coco-30k,a black and yellow fire hydrant is near the street,56697,404618
11419,coco-30k,A fire hydrant is on the corner of the street.,10375,215124
11420,coco-30k,The sign is telling us where the train station is located.,95952,333321
11421,coco-30k,A train on the tracks out in the country ,64841,90155
11422,coco-30k,A green traffic light above a street with a car on coming.,53107,8179
11423,coco-30k,Two benches sit in front of a large store.,49975,130651
11424,coco-30k,A woman sitting on a bench holding a bag.,62793,190313
11425,coco-30k,A yellow double decker bus driving under a bridge.,58037,85956
11426,coco-30k,A city street filled with lots of traffic.,74600,270556
11427,coco-30k,An orange fire hydrant with a face and bow tie drawn on it. ,47159,26926
11428,coco-30k,a green and white bus is on the street,75022,516143
11429,coco-30k,A clock tower is seen in the distance on a busy city street.,60832,540101
11430,coco-30k,The workers are trying to pry up the damaged traffic light. ,89208,162752
11431,coco-30k,A vandalized school zone sign attached to a pole.,72301,226128
11432,coco-30k,A red train traveling past a train station with red cars.,91754,248148
11433,coco-30k,A white and green rusted fire hydrant spewing out frozen water.,98095,390301
11434,coco-30k,A giraffe walking through tall grass between trees.,36761,458467
11435,coco-30k,A bus parked in a large parking lot ,48535,985
11436,coco-30k,A giraffe eating grass over a rock wall ,60926,299082
11437,coco-30k,A crow sitting on the top of a bench,53419,352936
11438,coco-30k,Two boys are standing in front of a train with backpacks. ,75941,93434
11439,coco-30k,"A picture of an open air zone that looks incredible.
",77092,503483
11440,coco-30k,It looks like there is writing on the bottom of the Stop sign.,66455,145073
11441,coco-30k,A city street filled with traffic and buses.,29693,44801
11442,coco-30k,Two birds sitting on top of a wooden table near tinfoil.,188,342649
11443,coco-30k,Cars are lined up in traffic at a red light.,77147,109012
11444,coco-30k,A silver and blue Amtrak train sitting below tall buildings.,73778,375409
11445,coco-30k,"A picture of an outdoor area that looks great.

",4056,227033
11446,coco-30k,A club sign hanging off the side of a building.,20144,557422
11447,coco-30k,A bird themed clock sitting inside of a green box.,18147,386193
11448,coco-30k,A couple of women standing next to each other holding skis.,7250,573686
11449,coco-30k,A couple of green buses driving next to a roller coaster.,47360,342814
11450,coco-30k,A group of giraffe standing and sitting on a  field.,38396,238525
11451,coco-30k,A train traveling down tracks near a train station.,56306,475387
11452,coco-30k,A bird is perched a top a branch over a river,14020,436044
11453,coco-30k,A herd of animals eating food inside of a pen.,82316,176906
11454,coco-30k,A giraffe standing on top of a grass covered field.,79724,562171
11455,coco-30k,The red bus has an anime girl on it. ,18789,87435
11456,coco-30k,A passenger plane that is parked on the runway.,53903,5356
11457,coco-30k,A long horn sheep standing on top of a field.,19831,543713
11458,coco-30k,A large bird sitting on top of a tree.,90027,518604
11459,coco-30k,"That is a picture of an outside locale. 
",93595,526459
11460,coco-30k,There are several street signs in the highway,19795,3849
11461,coco-30k,a giraffe in a field with trees in the background,31814,537053
11462,coco-30k,two public transit buses on a city street,22936,58569
11463,coco-30k,"Picture of an outside corner that looks amazing. 
",74487,161010
11464,coco-30k,The sheep are walking on the grass near a stream.,27124,251768
11465,coco-30k,A person sitting on a bench with lots of written signs.,72654,340922
11466,coco-30k,A donkey leads a herd of sheep down a busy street.,20631,288603
11467,coco-30k,A traffic light with a misty mountain in the backdrop.,29639,345275
11468,coco-30k,A couple of street signs mounted to the top of a metal pole.,98518,224970
11469,coco-30k,A group of giraffe standing next to a tree.,9823,316396
11470,coco-30k,a number of cars on a city street near a traffic light,52811,173080
11471,coco-30k,A man sitting under a stop sign on the side of street.,14854,179563
11472,coco-30k,A train with several cars is going around a corner.,92794,87958
11473,coco-30k,a train on a track near a street ,51322,503724
11474,coco-30k,a yellow and black train is on some tracks,88883,83602
11475,coco-30k,A flock of birds standing on top of a body of water.,33924,507550
11476,coco-30k,A man that is standing next to train.,70512,500717
11477,coco-30k,A car that is sitting next to a rail car.,70161,244421
11478,coco-30k,A cat that is sitting down on a wooden seat.,264,559047
11479,coco-30k,a colorful double decker bus doing down the road beside a semi,72001,95371
11480,coco-30k,A tiny bat is held by someone with a camera,76526,248395
11481,coco-30k,A city bus moving along a road with many trees.,38617,449403
11482,coco-30k,A train is being doodled with green and blue.,50788,174987
11483,coco-30k,"The encompassing of an outside town in the picture.
",81186,389566
11484,coco-30k,A man has a crow sitting on his hand.,72906,64016
11485,coco-30k,A couple of red trains parked in a train station.,42976,90560
11486,coco-30k,A red double decker bus driving down a street.,88858,109939
